
0,0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,32.0,-1.0,-1.0,57.0,4.0,-1.0,-1.0,4.0,,0,NEUTRAL,,0,0.1
1,1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,44.0,-1.0,72.0,-1.0,4.0,-1.0,4.0,,1,NEUTRAL,,1,0.1
2,2,-1.0,-1.0,-1.0,-1.0,0,0,0,0,48.0,48.0,-1.0,48.0,4.0,4.0,-1.0,4.0,,2,NEUTRAL,,2,0.1
3,3,-1.0,87.0,-1.0,105.0,0,0,0,0,-1.0,36.0,-1.0,36.0,-1.0,4.0,-1.0,4.0,,3,DOWN,,3,0.1
4,4,91.0,91.0,-1.0,-1.0,0,0,0,0,24.0,64.0,-1.0,-1.0,4.0,4.0,-1.0,-1.0,,4,DOWN,,4,0.1
5,5,-1.0,101.0,-1.0,101.0,0,0,0,0,-1.0,52.0,-1.0,36.0,-1.0,4.0,-1.0,4.0,,5,UP,,5,0.1
6,6,-1.0,85.0,85.0,-1.0,0,0,0,0,-1.0,72.0,48.0,-1.0,-1.0,4.0,4.0,-1.0,,6,RIGHT,,6,0.0
7,7,-1.0,109.0,-1.0,85.0,0,0,0,0,-1.0,72.0,-1.0,60.0,-1.0,4.0,-1.0,4.0,,7,UP,,7,0.0
8,8,-1.0,105.0,-1.0,105.0,0,0,0,0,-1.0,60.0,-1.0,60.0,-1.0,4.0,-1.0,4.0,,8,RIGHT,,8,0.1
9,9,-1.0,87.0,87.0,-1.0,0,0,0,0,-1.0,48.0,48.0,-1.0,-1.0,4.0,4.0,-1.0,,9,RIGHT,,9,0.1
10,10,-1.0,96.0,-1.0,96.0,0,0,0,0,-1.0,36.0,-1.0,36.0,-1.0,4.0,-1.0,4.0,,10,UP,,10,0.30000000000000004
11,11,-1.0,81.0,81.0,-1.0,0,0,0,0,-1.0,24.0,24.0,-1.0,-1.0,4.0,4.0,-1.0,,11,DOWN,,11,0.30000000000000004
12,12,129.0,-1.0,129.0,-1.0,171,0,171,0,88.0,-1.0,88.0,-1.0,4.0,-1.0,4.0,-1.0,,12,RIGHT,,12,0.2
13,13,145.0,-1.0,145.0,-1.0,159,0,159,0,76.0,-1.0,76.0,-1.0,4.0,-1.0,4.0,-1.0,,13,RIGHT,,13,0.2
14,14,149.0,-1.0,149.0,-1.0,123,0,123,0,40.0,-1.0,40.0,-1.0,4.0,-1.0,4.0,-1.0,,14,DOWN,,14,0.1
15,15,143.0,-1.0,143.0,-1.0,111,0,111,0,28.0,-1.0,28.0,-1.0,4.0,-1.0,4.0,-1.0,,15,UP,,15,0.1
16,16,132.0,129.0,-1.0,-1.0,87,87,0,0,36.0,52.0,-1.0,-1.0,16.0,16.0,-1.0,-1.0,,16,LEFT,,16,0.20000000000000004
17,17,124.0,-1.0,124.0,-1.0,75,0,75,0,24.0,-1.0,24.0,-1.0,4.0,-1.0,4.0,-1.0,,17,DOWN,,17,0.20000000000000004
18,18,-1.0,150.0,150.0,-1.0,0,171,171,0,-1.0,128.0,128.0,-1.0,-1.0,16.0,16.0,-1.0,,18,RIGHT,,18,0.0
19,19,-1.0,164.0,164.0,-1.0,0,159,159,0,-1.0,164.0,140.0,-1.0,-1.0,4.0,4.0,-1.0,,19,LEFT,,19,0.0
20,20,-1.0,134.0,134.0,-1.0,0,123,123,0,-1.0,140.0,140.0,-1.0,-1.0,4.0,4.0,-1.0,,20,RIGHT,,20,0.0
21,21,-1.0,124.0,124.0,-1.0,0,111,111,0,-1.0,128.0,128.0,-1.0,-1.0,4.0,4.0,-1.0,,21,DOWN,,21,0.0
22,22,82.0,-1.0,82.0,-1.0,59,0,59,0,92.0,-1.0,92.0,-1.0,4.0,-1.0,4.0,-1.0,,22,RIGHT,,22,0.1
23,23,112.0,-1.0,-1.0,88.0,47,0,0,47,128.0,-1.0,-1.0,104.0,4.0,-1.0,-1.0,4.0,,23,DOWN,,23,0.1
24,24,124.0,124.0,-1.0,-1.0,23,23,0,0,128.0,128.0,-1.0,-1.0,16.0,40.0,-1.0,-1.0,,24,UP,,24,0.0
25,25,85.0,-1.0,85.0,-1.0,0,0,0,0,92.0,-1.0,92.0,-1.0,4.0,-1.0,4.0,-1.0,,25,UP,,25,0.1
26,26,65.0,-1.0,65.0,-1.0,0,0,0,0,80.0,-1.0,80.0,-1.0,4.0,-1.0,4.0,-1.0,,26,RIGHT,,26,0.1
27,27,65.0,65.0,65.0,-1.0,0,0,0,0,68.0,68.0,68.0,-1.0,4.0,4.0,4.0,-1.0,,27,DOWN,,27,0.1
28,28,35.0,-1.0,35.0,-1.0,0,0,0,0,44.0,-1.0,44.0,-1.0,4.0,-1.0,4.0,-1.0,,28,RIGHT,,28,-0.9
29,29,-1.0,21.0,21.0,-1.0,0,0,0,0,-1.0,32.0,32.0,-1.0,-1.0,4.0,4.0,-1.0,,29,LEFT,,29,-1.0
30,30,-1.0,-1.0,-1.0,-1.0,0,0,0,0,-1.0,-1.0,44.0,92.0,-1.0,-1.0,16.0,36.0,,30,RIGHT,,30,0.0
31,31,-1.0,-1.0,-1.0,-1.0,0,0,0,0,32.0,-1.0,32.0,-1.0,4.0,-1.0,4.0,-1.0,,31,LEFT,,31,0.0
